Votes Total,Residents Total,Residents 0-14,Residents 15-64,Residents 65+,Population without Education,Population with High School,Companies Created,Average Monthly Income,Employees per Sector Total,Employees per Sector Agriculture,Employees per Sector Extraction Industries,Employees per Sector Transformation Industries,Employees per Sector Construction,Employees per Sector Gross and Retails Markets,Employees per Sector Administration and Services,Employees per Economic Sector Banks,Employees per Economic Sector Others,Companies Dissolved,Unemployment Total,Unemployment <25,ranking
43109,117380,18578,74287,24515,8977,19196,323,972.7,30184,0,0,4584,2220,5176,5752,317,10,423,6022.9,683.7,d>c>e>a>b
125544,383234,63414,257773,62048,18351,66819,1180,1010.1,97621,1017,160,14111,10324,24741,14707,657,10,1655,15951.8,1567.0,e>b>d>a>c
51135,140729,22996,94761,22972,7469,24215,313,962.9,36145,0,0,6701,2038,5986,4876,272,23,569,5278.7,520.9,e>b>d>a>c
6098,12085,1462,7219,3405,2142,1387,33,762.4,3090,1093,0,317,226,494,157,23,0,21,384.8,54.8,d>b>e>a>c
7335,14685,1848,9102,3736,2404,1862,35,709.5,3489,680,0,0,298,635,224,27,11,39,505.4,69.3,d>c>e>a>b
12293,25026,2908,15332,6787,5247,3114,60,688.5,9571,3998,0,225,770,1267,1283,41,43,38,1060.7,97.0,e>c>d>a>b
12700,29115,3573,18157,7385,3881,4602,35,764.9,6535,1172,0,673,742,1480,461,56,77,55,1258.6,115.0,d>b>e>a>c
6101,13672,1906,9068,2698,1278,2198,30,1289.1,5548,236,0,974,418,985,1066,44,0,38,1049.4,144.0,e>b>d>a>c
5593,8541,963,5333,2245,1329,1018,5,798.6,2364,395,0,249,133,447,91,11,31,10,405.7,57.6,e>c>d>b>a
4535,6927,801,4098,2029,1602,767,8,657.2,1408,355,0,124,235,244,65,15,0,9,328.8,39.8,e>d>c>a>b
1227,2477,280,1643,555,399,316,4,794.8,385,88,0,17,45,59,28,0,0,5,125.3,18.9,d>c>e>b>a
1065,1702,227,1100,376,241,281,3,612.4,424,167,0,76,25,59,20,0,0,4,205.8,22.9,e>c>d>b>a
16017,34085,5187,21427,7471,3598,5036,102,821.2,8522,2060,0,658,299,1899,397,105,25,80,1794.1,227.8,e>c>d>a>b
3657,7114,863,4599,1652,926,869,15,980.4,2271,276,0,0,93,325,54,16,0,8,298.8,42.7,e>c>d>b>a
2891,4728,650,2986,1092,647,633,10,716.3,771,269,0,67,0,130,44,0,0,14,231.9,33.4,d>c>e>b>a
3893,7959,975,4971,2013,1407,845,13,708.6,2005,936,0,127,92,394,95,11,0,16,390.0,47.3,e>c>d>b>a
4386,6479,606,3592,2282,1524,692,8,672.8,1261,351,0,108,182,280,77,0,0,7,379.4,47.3,e>c>d>b>a
6514,14161,2169,8827,3165,2449,1580,17,735.0,3035,988,3,385,95,639,153,23,33,10,1308.3,204.4,e>c>d>b>a
3351,4869,483,2881,1506,1106,619,5,623.2,1170,282,0,183,61,332,69,0,0,3,257.6,27.0,e>d>c>b>a
6863,14907,1708,9461,3738,2791,1648,14,666.5,3155,1146,0,321,215,730,110,19,18,14,919.3,126.6,d>b>e>a>c
3208,5631,830,3479,1322,877,714,10,726.9,1279,567,0,171,0,230,36,0,0,9,396.3,67.8,d>c>e>b>a
8803,23002,3292,14238,5472,2907,2809,48,715.9,6032,1933,0,466,595,1344,446,43,22,78,966.0,110.0,e>b>d>c>a
3636,7249,987,4318,1945,1004,850,14,750.2,1780,585,0,367,127,334,76,0,0,16,285.9,27.9,d>c>e>b>a
8864,22221,2957,14562,4703,2301,2914,32,925.4,6205,642,0,1766,325,964,352,26,27,61,677.3,70.0,e>a>d>b>c
9918,29920,4994,19749,5178,2341,4237,91,833.3,9271,714,0,2552,558,1729,798,66,14,137,1480.3,201.0,d>c>e>b>a
10014,23980,3237,15416,5328,2083,3433,55,783.4,5082,524,0,1142,301,1300,363,44,18,74,837.7,81.8,e>b>d>a>c
4912,9575,1063,5707,2805,1565,927,10,738.7,2395,680,0,0,207,364,97,0,20,16,314.8,35.4,e>c>d>b>a
8573,18430,2054,10769,5608,3667,2058,23,804.7,4406,1238,0,500,257,914,213,31,0,38,787.1,101.9,e>c>d>b>a
3054,5542,630,3434,1479,615,684,12,736.3,1400,349,0,316,101,257,74,11,0,8,176.9,21.3,e>c>d>b>a
9928,20643,2831,13196,4617,2253,2736,54,755.2,6844,703,130,2466,492,1208,211,45,11,50,610.3,73.0,e>b>d>a>c
8870,21661,2837,13769,5056,3248,2705,55,750.9,4428,770,0,530,401,1339,205,23,37,71,1174.8,140.4,e>b>c>a>d
26369,58472,7957,36278,14237,5821,8656,165,803.9,15724,1418,260,3315,859,3468,950,200,41,223,2152.2,236.4,d>e>c>b>a
2035,3286,347,1967,973,640,398,5,678.8,565,185,0,61,0,100,30,0,0,6,181.9,29.3,e>b>d>a>c
1974,2970,230,1805,935,644,331,4,661.7,566,220,0,44,81,78,26,0,0,2,127.0,25.6,d>e>c>b>a
2467,4363,424,2658,1281,847,473,2,682.4,1195,304,0,305,0,146,29,0,0,8,224.3,41.6,d>c>e>b>a
4458,8165,1215,5218,1732,1154,1125,10,1024.0,3779,354,0,816,59,1737,57,14,0,15,506.4,82.0,e>b>d>a>c
2006,3087,293,1865,930,578,394,3,676.9,523,104,0,0,47,115,41,0,0,7,132.2,19.3,d>e>c>b>a
2356,3339,308,1898,1134,703,312,2,641.3,640,0,3,91,72,131,36,0,0,7,179.3,21.6,e>d>c>b>a
10559,21421,2851,13677,4894,2652,3175,69,699.6,4948,1321,7,267,288,1078,289,49,16,75,1833.0,251.3,e>c>b>d>a
2077,3074,363,1866,845,590,371,2,680.3,790,288,0,78,50,130,47,0,0,9,182.0,25.2,d>e>c>b>a
2270,3589,295,1986,1309,814,303,9,660.6,505,0,0,66,89,119,20,0,0,8,184.7,28.1,e>c>d>b>a
2162,3202,307,1852,1043,667,336,11,622.9,649,0,0,76,75,93,17,0,0,1,109.3,13.1,d>e>c>b>a
1903,3084,429,1876,779,678,327,1,735.8,579,188,0,53,0,168,24,0,0,4,232.7,50.4,d>c>e>b>a
4113,6548,600,3626,2322,1419,729,2,659.6,1322,251,0,228,132,306,66,10,0,6,262.4,33.0,e>c>d>b>a
8102,15599,1835,9714,4051,2696,1964,18,750.0,3652,745,0,716,388,789,138,32,13,16,820.2,103.9,e>b>d>a>c
12769,23049,2920,14235,5894,2767,3304,60,769.8,5709,649,0,1126,253,1386,314,58,0,56,892.2,109.4,e>c>d>b>a
3037,4640,507,2722,1411,895,515,7,626.9,1243,423,0,202,82,245,30,0,21,11,213.2,34.1,e>d>c>a>b
3455,5314,565,3150,1600,1050,518,11,693.5,953,391,0,117,80,128,52,0,0,8,278.2,40.1,e>c>d>b>a
3688,7082,802,4363,1918,1106,916,11,747.9,1819,477,0,371,102,307,65,0,0,19,293.9,42.1,d>c>e>a>b
4188,6992,788,4302,1903,1243,929,14,744.7,1634,423,45,306,0,315,63,13,0,8,361.2,56.4,e>d>c>a>b
6757,13231,1421,7939,3872,2244,1978,19,714.3,3644,705,0,515,175,808,364,34,19,15,627.6,109.5,e>c>d>b>a
21982,53474,7417,34287,11771,4684,9078,157,853.1,17187,1392,4,3649,1049,3277,1234,203,27,174,2732.6,402.1,d>c>e>a>b
8395,16226,1789,9648,4790,2901,2081,41,728.5,4134,1033,0,476,316,810,326,33,15,43,545.9,74.9,d>b>e>c>a
2452,4433,443,2578,1412,960,453,5,677.8,1024,256,0,227,0,193,46,0,13,4,157.0,20.1,d>c>e>b>a
1565,2520,348,1611,562,434,280,2,657.8,413,157,0,70,23,42,26,0,0,3,241.3,45.4,e>d>c>b>a
3630,6060,714,3678,1668,1080,668,8,726.3,1234,399,0,173,130,139,104,0,0,8,354.9,43.9,e>c>d>b>a
3626,6608,844,4131,1634,1078,751,7,683.6,1567,494,0,224,174,272,99,17,0,12,374.4,58.3,d>c>e>b>a
4751,10309,1373,6421,2515,1622,1345,25,726.9,2576,683,0,491,183,441,113,18,13,28,665.1,96.6,e>d>c>b>a
6245,11499,1472,6877,3151,1489,1511,31,805.3,3463,474,0,1058,184,664,143,35,0,22,345.5,47.8,e>c>d>b>a
3063,5289,700,3384,1205,933,689,10,691.8,1104,317,0,0,103,237,114,0,0,12,253.3,38.8,e>c>d>b>a
4527,7941,942,5162,1837,1082,1156,15,827.1,2154,141,263,600,0,387,101,16,9,26,393.5,60.0,d>c>e>b>a
12833,40495,6713,27266,6517,3083,7354,254,760.0,18267,504,0,450,1375,2803,1777,131,38,216,2196.4,254.1,d>e>b>a>c
1896,2443,170,1163,1111,760,237,0,655.7,460,122,0,46,39,75,26,0,0,7,72.6,12.8,e>c>d>b>a
2426,5612,721,3172,1720,980,969,21,679.5,1446,209,0,73,151,287,71,9,0,17,180.8,16.9,e>c>d>b>a
3797,6426,710,3927,1790,971,807,15,685.3,1289,140,0,74,141,248,108,0,0,23,308.8,42.7,e>c>d>b>a
25838,61046,9315,39068,12663,4508,10922,252,855.4,20927,1559,6,648,1918,4735,2428,277,17,230,2634.4,284.9,e>b>d>a>c
8904,22793,3374,14821,4599,1864,3547,89,812.9,8878,230,0,337,1053,1355,562,57,11,100,1135.8,117.1,e>d>b>a>c
10293,30746,4668,19827,6252,2769,5378,120,736.6,10007,275,0,251,1136,1721,804,87,15,97,1278.8,153.8,e>b>d>a>c
25494,69399,10525,44715,14160,6866,11076,364,805.9,31316,1511,31,895,2632,5489,6043,229,24,291,2698.1,305.1,e>b>d>a>c
3362,5431,494,3086,1851,1088,778,4,660.9,1346,222,0,136,72,330,86,0,0,9,262.5,19.6,d>e>c>b>a
15780,45198,7207,29231,8761,3878,6417,89,760.0,10526,1824,56,931,1080,2104,1024,75,59,84,1865.4,218.6,e>b>c>a>d
18813,55446,9242,35561,10644,4668,8648,203,795.4,16686,384,0,567,1203,2896,1485,170,12,250,3134.0,333.9,e>b>c>a>d
5027,10556,1493,6779,2285,906,1687,28,771.9,2806,260,0,357,359,655,216,28,0,28,342.8,45.3,e>c>d>b>a
14621,36512,5111,22898,8503,4207,5327,104,754.9,8495,1299,0,473,888,1928,619,63,48,116,1375.4,125.0,c>d>e>a>b
11341,25339,3338,15433,6569,3195,3815,93,717.2,6852,1197,29,221,619,1141,422,50,49,87,862.7,88.3,e>d>b>a>c
2584,5199,643,3199,1358,632,761,19,764.9,2127,173,0,59,273,301,157,6,0,16,174.8,16.5,e>b>c>a>d
9187,19060,2878,12216,3966,1591,2712,41,733.4,4995,340,0,245,310,1200,307,60,10,78,1088.3,119.8,d>e>c>a>b
2763,5653,844,4046,763,476,675,10,0.0,1148,288,0,58,119,270,126,14,0,8,0.0,0.0,d>e>b>a>c
6141,14705,2716,10315,1674,1208,1128,23,0.0,2498,272,0,357,321,572,345,23,0,15,0.0,0.0,e>d>c>b>a
3380,4965,739,3358,868,424,419,4,0.0,661,259,0,30,69,106,33,15,0,1,0.0,0.0,d>e>c>b>a
28768,68378,11333,48565,8480,5343,7944,137,0.0,23321,1825,0,1927,1343,6102,1938,344,54,152,0.0,0.0,d>e>b>a>c
3618,6106,926,4264,917,732,485,5,0.0,967,196,0,81,115,140,35,14,0,3,0.0,0.0,e>d>c>b>a
14806,32745,6929,23148,2669,3192,2467,33,0.0,7520,860,63,2130,1368,1123,711,49,11,31,0.0,0.0,d>e>b>a>c
5315,11278,1912,8031,1336,1352,799,14,0.0,1672,393,0,86,226,474,149,23,0,4,0.0,0.0,e>d>c>b>a
16762,34505,5256,23751,5498,2810,3758,51,0.0,8329,1465,0,729,489,2219,684,132,0,40,0.0,0.0,e>d>a>c>b
9282,21544,3169,15366,3010,1879,2265,23,0.0,3917,967,0,328,411,787,300,37,0,26,0.0,0.0,e>d>a>c>b
2629,4320,578,2917,826,529,353,1,0.0,853,281,0,62,71,170,34,16,0,6,0.0,0.0,e>d>c>b>a
2241,3295,484,2062,750,536,253,7,0.0,927,298,0,0,71,205,22,11,0,0,0.0,0.0,b>e>d>a>c
3236,5229,654,3679,896,497,520,8,0.0,1284,247,0,57,148,441,70,17,0,16,0.0,0.0,d>c>b>e>a
3088,4607,566,3021,1020,409,484,4,0.0,976,0,0,99,81,187,70,11,0,4,0.0,0.0,e>c>d>b>a
3638,5953,824,4038,1092,435,738,14,0.0,1596,400,0,103,220,313,101,26,0,11,0.0,0.0,d>e>c>b>a
2165,3299,444,2237,619,221,408,7,0.0,790,0,0,65,159,160,62,11,0,2,0.0,0.0,e>d>c>b>a
8058,14792,2131,10238,2423,914,1868,20,0.0,3614,0,11,289,264,693,246,43,0,14,0.0,0.0,e>b>d>a>c
941,1499,182,1019,298,141,143,0,0.0,324,114,0,4,33,58,7,0,0,2,0.0,0.0,e>d>c>b>a
1282,2197,281,1517,400,158,221,1,0.0,495,0,0,28,70,118,45,11,0,1,0.0,0.0,e>c>d>b>a
237,460,67,313,80,42,46,1,0.0,99,38,0,0,5,17,9,0,0,0,0.0,0.0,e>d>c>b>a
6523,10999,1431,7107,2462,1926,1067,25,805.2,2455,578,0,165,659,208,111,33,0,19,0.0,0.0,c>e>b>d>a
15149,34147,5906,24333,3909,4927,2813,39,729.7,4817,1210,0,587,756,765,375,39,0,93,0.0,0.0,d>e>b>c>a
53737,105188,14031,72792,18365,8827,15081,620,924.0,38358,981,32,1690,2242,7665,4129,516,0,511,0.0,0.0,b>e>c>d>a
11441,20554,2697,14666,3191,2508,2055,32,881.1,3031,297,0,315,559,518,213,39,0,33,0.0,0.0,e>d>a>c>b
4915,8588,1268,5888,1433,1249,791,19,649.2,1751,738,0,63,222,245,79,16,0,15,0.0,0.0,e>d>a>c>b
2112,2404,280,1535,589,610,197,6,697.4,474,118,0,20,25,48,14,0,0,1,0.0,0.0,e>d>c>b>a
7546,12501,1956,8494,2052,2191,1249,21,672.6,1975,330,0,127,300,400,147,40,0,17,0.0,0.0,d>e>c>a>b
21044,43976,7562,31766,4648,2837,6284,74,832.7,6721,373,0,664,490,1452,835,45,0,86,0.0,0.0,d>e>b>c>a
4456,6934,747,4515,1673,1512,676,7,709.6,880,245,0,32,61,145,62,0,0,18,0.0,0.0,c>d>b>e>a
3168,5188,588,3267,1333,1140,508,9,732.6,979,274,0,57,123,153,42,16,0,12,0.0,0.0,e>c>d>b>a
3271,5174,730,3805,640,399,852,3,921.7,852,39,0,24,45,212,102,10,0,6,0.0,0.0,d>e>b>c>a
