Elect.Particip,Old.Pop.,Mid.aged.Pop.,Young.Pop.,Children.Pop.,Highschool.degree,No.school.degree,Registrd.Web.Doms,Business.Regstr.,Income,GDP.growth.2009,GDP.growth.2008,Workforce,X.cars,Agricult..workf.,Prod..workf.,Manufac..Workf.,Constr..workf.,Service.workf.,Trade.workf.,Finance.workf.,Pub..serv..workf.,Bankruptcies,Unemploy.,Unempl..Youth,ranking,Type_Urban,State_Bavaria,State_Berlin,State_Brandenburg,State_Bremen,State_Hamburg,State_Hesse,State_Lower Saxony,State_Mecklenburg-Vorpommern,State_NRW,State_Rhineland-Palatinate,State_Saarland,State_Saxony,State_Saxony-Anhalt,State_Schleswig-Holstein,State_Thuringia,Region_North,Region_South,Region_West
77.3,28.4,23.9,7.4,18.2,34.6,6.1,200.3,103.6,22665.0,-2.8,0.4,613.9,565.0,1.7,23.4,16.7,6.2,74.8,26.2,16.0,32.7,137.0,6.8,6.9,a>b>c>d>e,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
74.2,28.4,25.5,8.0,18.5,35.5,5.3,172.8,98.8,20086.0,-1.5,4.9,562.7,515.6,2.4,21.1,14.6,5.9,76.5,26.3,17.8,32.4,153.0,6.4,7.2,a>b>c>d>e,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
71.2,29.1,25.2,8.1,16.5,28.5,7.3,96.6,86.7,17978.0,-4.5,14.0,610.7,506.4,1.9,26.5,12.6,5.2,71.6,25.7,13.4,32.5,170.5,8.8,10.7,b>a>e>c>d,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
64.9,27.7,25.7,8.5,17.0,26.5,9.3,102.6,72.7,15905.0,-4.6,-1.2,653.2,421.9,0.5,21.9,14.4,4.9,77.7,24.4,18.3,35.0,295.2,15.1,15.8,b>a>e>c>d,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
77.7,24.9,31.7,9.8,15.8,41.6,6.7,257.4,84.8,21757.0,-0.9,3.9,1048.5,454.2,0.9,12.6,8.6,2.9,86.5,22.9,22.7,40.9,119.6,6.5,5.5,a>b>d>c>e,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
73.6,26.3,26.6,9.1,20.8,20.7,5.9,172.8,110.4,18859.0,-5.6,4.8,735.7,492.2,4.1,32.8,24.5,7.7,63.1,27.6,11.0,24.6,127.1,5.9,5.9,a>b>c>d>e,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
77.1,28.1,25.4,8.6,19.8,28.8,3.4,115.1,78.0,19399.0,-3.1,-3.4,607.1,551.9,5.2,23.8,17.8,5.5,71.1,28.9,10.6,31.5,119.6,4.4,4.6,a>b>c>d>e,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
71.4,28.9,24.9,8.1,16.8,28.7,5.8,103.0,77.0,17840.0,-3.1,5.8,558.4,484.7,1.5,20.9,12.7,6.0,77.5,27.1,15.4,35.0,158.6,11.4,11.6,b>a>c>e>d,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
74.2,26.8,25.9,8.8,20.0,26.5,4.6,112.4,82.6,18888.0,-4.4,1.7,689.8,506.6,3.3,27.2,19.8,5.6,69.5,29.5,11.9,28.1,136.6,5.2,5.1,a>b>c>d>e,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
73.9,27.1,25.6,8.5,19.6,27.7,3.8,95.8,81.6,20723.0,-7.0,-0.1,686.0,516.3,4.7,33.2,27.3,5.5,62.1,24.0,11.7,26.5,140.8,6.1,6.4,a>b>c>d>e,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
72.9,25.0,27.9,9.1,17.3,35.0,5.8,153.4,92.2,19784.0,-3.7,1.0,870.9,450.6,0.7,20.6,16.3,3.3,78.8,26.3,17.1,35.3,209.2,10.7,11.6,a>b>d>c>e,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
72.5,26.5,26.5,8.5,19.8,26.1,4.6,113.6,82.1,22587.0,-6.7,1.4,834.2,537.9,2.5,37.3,31.8,5.0,60.2,25.5,15.2,19.6,141.4,5.3,6.1,a>b>c>d>e,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
71.0,27.0,24.8,8.2,18.4,32.8,5.5,119.7,99.4,20704.0,-5.4,-1.2,753.2,557.9,1.6,35.0,28.8,5.4,63.4,26.2,12.8,24.4,162.3,7.6,7.3,b>a>c>d>e,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
73.8,27.5,24.3,8.5,18.8,30.2,5.7,85.7,95.5,18209.0,-4.4,-2.1,660.1,520.6,4.7,27.9,22.0,5.5,67.4,25.9,9.0,32.5,108.5,6.8,6.8,a>b>c>d>e,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
72.8,26.8,24.0,8.5,19.0,27.0,6.7,113.4,91.0,20683.0,-4.0,-0.5,676.0,530.5,2.1,29.2,23.1,5.4,68.7,24.0,11.7,33.0,169.4,9.0,9.1,b>a>c>d>e,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
70.2,26.8,24.6,8.4,18.8,33.0,6.5,100.0,92.2,20151.0,-4.5,3.3,785.6,551.0,2.5,28.6,23.3,4.5,68.9,24.8,13.2,30.9,215.5,7.5,6.7,a>b>c>d>e,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
70.6,26.3,28.0,9.4,19.5,27.7,5.1,134.2,96.3,18198.0,-4.5,2.0,748.7,506.5,2.5,27.4,22.0,4.9,70.1,25.2,15.0,29.9,166.0,7.6,7.6,a>b>c>d>e,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
71.1,28.4,27.3,8.5,14.4,32.3,6.9,146.5,79.6,18006.0,-4.9,0.7,719.1,509.8,0.4,19.5,14.4,4.2,80.2,24.6,17.3,38.3,219.2,10.3,9.1,b>a>d>e>c,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
68.7,27.3,27.0,8.5,16.2,29.7,8.8,139.5,106.7,17333.0,-1.2,0.0,785.8,425.5,0.5,15.5,9.6,4.4,84.0,27.1,24.0,32.8,223.0,13.2,12.3,b>a>d>c>e,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
67.8,27.0,24.7,8.3,17.2,32.5,7.0,113.3,73.7,19286.0,-8.1,0.6,796.2,447.3,0.6,24.2,18.8,3.9,75.2,28.1,13.7,33.4,134.1,11.6,10.6,b>a>c>e>d,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
69.3,27.0,26.6,8.4,18.3,25.9,6.6,93.6,81.1,16408.0,-3.2,6.2,656.1,453.1,1.4,23.6,14.4,5.1,74.9,28.5,13.1,33.3,193.2,10.7,9.6,a>b>c>e>d,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
67.4,28.4,26.1,7.9,15.9,27.3,7.1,94.9,70.6,16353.0,-3.5,11.8,560.8,413.3,0.4,21.5,11.6,7.8,78.1,25.7,17.4,35.1,253.3,13.1,12.2,b>a>e>c>d,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
73.4,29.0,24.8,7.7,16.0,31.6,6.2,135.8,83.1,23005.0,-7.8,4.2,649.6,525.6,1.1,32.5,27.2,4.4,66.4,23.8,13.7,28.9,121.5,8.2,7.5,b>a>c>d>e,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
72.7,27.1,24.8,8.3,18.8,26.6,5.9,114.9,92.3,20870.0,-5.9,1.4,793.2,529.4,2.8,34.1,27.6,5.4,63.1,23.1,11.9,28.0,107.9,6.7,6.5,a>b>c>e>d,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
69.1,27.7,24.9,8.5,18.1,24.0,9.3,108.2,80.3,23595.0,-11.0,1.9,726.7,514.9,1.1,43.8,38.6,4.4,55.1,20.0,11.0,24.2,165.9,8.5,8.7,a>b>c>e>d,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
73.2,26.9,26.7,8.6,19.1,26.1,6.3,101.8,83.8,24771.0,-10.9,0.8,763.6,540.7,2.1,44.3,37.7,6.1,53.7,21.2,10.3,22.1,98.5,5.7,7.1,a>b>c>d>e,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
71.8,27.8,25.6,9.0,17.1,31.2,4.2,124.1,71.5,21842.0,-9.3,3.7,789.5,536.9,1.3,34.6,29.0,5.0,64.1,24.4,12.5,27.2,106.4,7.0,7.3,a>b>c>d>e,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
71.0,27.6,25.6,8.3,18.5,29.4,4.8,111.7,92.5,19203.0,-6.4,6.4,712.4,522.6,3.3,31.4,26.1,4.6,65.3,24.9,11.6,28.9,165.3,7.7,7.5,a>b>c>d>e,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
72.3,28.7,24.9,8.3,17.3,30.9,6.7,98.7,77.3,18276.0,-6.8,2.5,580.0,497.6,1.4,24.2,18.1,4.7,74.4,30.2,14.2,30.0,194.2,10.0,9.9,b>a>c>e>d,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
74.2,26.5,30.5,8.7,15.9,47.6,4.9,260.3,118.9,22598.0,-0.4,3.7,1253.8,464.8,0.4,20.3,17.8,2.1,79.3,20.9,23.9,34.5,73.6,7.3,6.4,a>b>d>c>e,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
71.8,26.4,33.6,7.4,15.4,34.0,7.6,282.9,189.6,19350.0,-0.2,4.3,1331.2,445.2,0.2,10.4,7.1,2.7,89.3,27.4,38.9,23.0,100.8,8.3,8.6,a>b>c>d>e,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
66.1,26.1,30.3,8.4,17.7,26.7,11.9,154.0,259.0,16924.0,-1.1,0.2,804.1,410.2,0.2,21.3,15.5,4.7,78.5,21.3,27.3,29.9,121.2,11.4,9.5,a>b>c>d>e,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
71.2,26.3,29.9,7.6,16.6,33.4,8.9,221.5,129.2,20573.0,-0.8,1.1,931.4,473.0,0.6,13.7,9.3,4.1,85.7,22.7,27.9,35.1,57.3,8.2,9.4,a>b>c>d>e,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
74.3,29.2,25.5,7.6,17.0,32.2,5.4,158.5,116.2,20422.0,-2.9,3.1,580.5,571.6,2.2,25.8,17.4,6.9,72.0,30.0,14.8,27.3,70.6,5.9,5.2,a>b>c>d>e,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
76.2,29.2,26.6,7.8,17.5,22.3,6.8,162.2,120.3,20569.0,-1.3,3.9,513.6,554.6,2.3,29.1,21.3,7.4,68.6,28.3,16.1,24.2,87.2,5.6,5.8,a>b>c>d>e,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
74.4,27.5,27.9,7.9,17.6,23.7,7.9,119.8,117.3,18682.0,-4.7,-1.6,697.7,555.5,1.1,28.7,23.6,4.6,70.2,31.3,18.7,20.2,90.5,6.2,6.6,a>b>c>d>e,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
80.0,28.1,25.7,6.4,17.9,38.4,5.4,232.8,125.9,28242.0,-2.8,0.2,770.8,658.5,0.9,18.4,14.2,3.9,80.7,23.5,30.0,27.2,60.1,4.2,4.3,a>c>b>d>e,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
73.4,28.5,26.3,7.8,17.2,24.1,6.7,136.0,117.8,19726.0,-3.4,-0.2,617.9,539.8,1.8,29.3,21.9,6.6,68.8,25.5,17.2,26.2,79.5,6.3,6.0,a>b>c>d>e,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
79.3,27.6,27.5,6.5,17.8,31.2,7.3,191.5,132.3,23612.0,-1.2,4.4,752.4,693.5,0.9,13.1,9.4,3.5,86.1,33.5,29.5,23.0,56.6,4.7,5.1,a>c>b>d>e,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
72.2,29.0,24.0,8.4,17.3,25.9,7.0,99.6,99.2,18867.0,-3.7,-2.1,574.3,558.5,2.6,34.5,27.6,6.7,62.8,22.3,13.9,26.7,61.1,6.2,6.3,a>b>c>d>e,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
75.4,28.3,27.0,7.3,17.0,29.5,5.5,185.5,138.9,21404.0,-3.6,2.5,675.1,555.9,0.8,22.9,16.8,5.3,76.3,33.9,22.8,19.6,73.8,6.4,6.7,a>b>c>d>e,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
77.6,29.4,25.6,7.0,17.2,26.4,6.6,168.1,120.8,21041.0,-1.8,2.4,523.0,582.5,3.5,23.2,16.7,6.0,73.3,24.8,18.3,30.2,50.1,4.6,4.5,a>b>c>d>e,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
74.8,28.5,26.4,7.6,17.6,34.0,6.5,151.2,118.6,20304.0,-1.6,3.1,581.5,546.7,2.0,25.1,18.0,6.1,72.9,25.3,18.5,29.1,78.5,5.7,6.7,a>b>c>d>e,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
72.9,27.8,27.1,10.1,16.2,29.2,6.0,148.6,96.4,18345.0,-2.8,2.6,734.1,513.2,1.3,22.2,17.1,4.3,76.5,26.5,14.5,35.5,84.2,8.2,7.6,a>b>c>d>e,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
68.9,27.8,25.4,8.2,17.8,20.9,6.1,116.9,82.6,20903.0,-8.2,3.9,717.0,556.5,1.4,36.3,30.6,5.2,62.4,22.7,13.1,26.6,90.1,7.1,7.9,a>b>c>d>e,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
71.4,28.3,25.4,8.1,18.3,22.2,4.4,130.0,113.8,19119.0,-1.8,3.4,631.8,559.5,1.8,24.4,15.9,8.0,73.7,28.0,14.6,31.1,113.6,6.2,6.7,a>b>c>d>e,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
73.1,27.8,27.0,10.3,16.6,28.0,5.4,111.2,109.6,17511.0,-3.8,4.0,688.9,491.5,2.0,28.7,23.7,4.5,69.3,19.3,12.9,37.1,69.4,6.2,6.8,a>b>c>d>e,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
72.9,29.3,24.0,7.8,16.2,18.4,6.9,103.5,75.7,18418.0,-4.2,1.2,605.3,576.6,5.3,31.9,23.9,7.6,62.8,23.5,8.6,30.7,48.3,6.7,5.6,a>b>c>e>d,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
69.5,26.6,27.8,9.8,15.3,31.4,8.4,183.6,105.7,16998.0,-1.9,1.6,1056.7,396.8,0.5,16.5,11.7,3.3,83.0,26.4,18.8,37.8,96.4,12.4,12.5,b>a>d>e>c,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
74.4,26.5,26.0,8.5,18.8,21.8,5.3,131.7,86.4,19342.0,-2.8,0.6,808.5,549.9,2.6,28.4,20.5,7.2,69.0,27.5,14.8,26.7,66.7,5.8,5.5,a>b>c>d>e,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
73.4,28.4,24.2,7.7,16.3,23.0,6.1,127.3,72.3,18441.0,-2.9,3.9,755.9,566.6,2.8,29.3,21.5,7.1,67.9,29.6,10.9,27.3,87.9,7.3,7.5,b>a>c>e>d,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
76.0,29.2,24.1,7.3,16.6,20.7,5.2,97.7,83.4,19184.0,-4.5,3.0,599.2,545.8,2.5,34.5,29.1,4.9,63.0,24.8,13.2,25.0,77.8,6.0,6.9,b>a>c>d>e,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
74.9,28.6,24.7,7.9,16.9,24.1,5.8,97.5,80.4,18044.0,-3.9,-0.8,615.4,561.5,3.5,26.7,21.1,5.2,69.8,25.6,8.5,35.7,59.9,6.4,6.9,b>a>c>e>d,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
71.2,28.0,24.4,8.1,17.6,21.1,10.2,94.7,74.0,18171.0,-4.0,-0.8,769.2,555.7,3.8,32.1,25.7,5.7,64.1,23.5,8.2,32.4,84.8,7.0,7.6,a>b>c>d>e,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
73.9,29.2,23.3,7.4,15.7,20.7,5.6,93.9,69.8,17818.0,-4.4,-0.9,625.3,543.1,4.2,26.0,18.1,7.2,69.8,24.2,10.0,35.6,97.4,8.4,9.3,b>a>c>e>d,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
68.4,26.4,27.4,8.5,15.3,41.7,7.0,197.8,112.8,18269.0,-2.1,-0.1,1402.7,489.4,0.4,12.7,8.8,2.9,86.8,24.8,19.7,42.4,132.8,8.1,9.0,a>b>c>d>e,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
74.1,28.8,23.5,7.9,16.7,35.0,4.5,147.4,107.6,18596.0,0.3,4.6,615.1,555.2,4.4,20.5,13.3,6.8,75.0,29.5,10.6,34.9,52.8,4.7,5.1,a>c>b>d>e,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
70.3,28.0,24.5,8.5,17.9,19.1,8.8,121.3,90.1,17910.0,-5.7,3.4,604.7,538.1,2.0,34.5,26.4,7.8,63.5,25.7,9.3,28.5,64.6,6.8,6.9,a>b>c>e>d,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
71.7,28.9,24.7,8.0,17.1,30.3,7.2,114.1,111.1,18444.0,-3.3,1.2,688.0,543.2,3.1,25.5,19.2,5.6,71.4,24.3,13.4,33.7,114.8,7.2,9.0,a>b>c>e>d,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
66.8,29.2,23.2,8.1,16.6,24.3,8.7,93.9,84.1,18085.0,-1.6,2.8,712.1,550.1,1.7,27.9,20.0,7.0,70.4,22.9,8.9,38.6,74.1,7.5,8.3,a>b>c>e>d,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
73.3,27.8,23.6,8.1,17.4,14.2,8.0,134.9,89.6,17791.0,-0.1,2.4,749.6,569.7,6.0,17.7,10.5,7.1,76.3,28.1,10.7,37.4,82.1,4.6,4.9,a>c>b>e>d,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
70.0,29.0,25.1,8.0,17.4,20.1,6.6,144.2,93.9,18442.0,-4.5,1.9,608.5,554.3,2.0,27.5,20.1,6.4,70.5,27.3,11.4,31.8,103.7,5.7,6.1,a>b>c>d>e,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
71.9,28.6,23.8,8.2,18.1,19.5,10.5,153.8,111.4,19570.0,-4.4,-0.8,683.2,555.6,1.5,32.2,24.1,7.0,66.3,23.8,11.8,30.7,161.6,6.7,7.1,a>b>c>e>d,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
72.4,28.7,24.5,8.1,17.7,23.1,7.0,139.6,103.7,18561.0,-3.5,4.5,729.4,577.4,3.5,27.2,18.8,8.2,69.3,27.0,12.5,29.8,103.2,5.6,6.2,a>b>c>d>e,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
72.0,29.3,24.0,7.8,16.8,25.2,7.7,126.9,92.4,18675.0,-1.4,-0.5,590.4,564.2,2.5,26.2,19.6,6.2,71.3,24.3,9.1,37.9,122.1,5.0,3.9,a>b>c>d>e,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
72.5,28.1,25.3,8.3,18.5,19.7,7.3,132.2,99.2,19459.0,-3.5,1.0,683.8,574.1,1.8,32.8,23.6,8.7,65.4,25.7,12.9,26.8,92.7,5.5,6.6,a>b>c>e>d,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
68.0,24.5,30.4,12.4,14.3,40.0,6.9,169.1,85.7,17832.0,0.1,4.4,1046.6,436.5,0.7,16.0,10.8,3.9,83.4,28.2,12.4,42.7,46.0,6.8,6.0,a>b>d>c>e,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
71.6,28.4,24.7,8.0,17.4,24.0,7.3,132.4,102.6,19119.0,-3.2,2.6,739.9,574.6,6.1,31.9,23.1,8.3,62.0,24.5,9.5,28.0,112.2,4.3,4.7,a>b>c>e>d,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
71.3,28.0,25.0,8.2,18.2,26.6,6.7,116.5,84.6,17836.0,-3.1,0.0,643.9,573.9,6.0,31.0,21.6,8.8,63.0,25.7,9.0,28.2,95.3,3.6,4.0,a>b>c>d>e,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
71.4,28.2,22.7,8.3,17.9,26.7,4.5,131.6,105.1,17851.0,-1.7,4.1,731.8,563.1,4.4,26.8,19.9,6.5,68.7,26.3,7.2,35.2,99.5,5.1,4.9,a>c>b>e>d,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
75.2,28.5,26.2,7.8,18.0,18.9,7.5,89.1,72.2,18913.0,-2.2,-1.6,462.8,576.3,5.8,27.3,17.7,9.3,66.9,29.8,8.8,28.2,47.9,3.5,3.8,a>b>c>e>d,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
68.8,27.6,25.4,8.0,16.1,32.4,8.2,125.3,102.1,17551.0,-8.2,2.9,739.3,494.8,1.0,33.9,27.8,5.0,65.1,23.5,12.1,29.4,112.0,8.1,9.5,a>b>c>e>d,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
64.4,27.2,27.3,10.8,14.6,43.4,4.9,116.0,127.4,16377.0,-2.5,1.1,1007.5,477.4,0.2,19.4,14.9,3.4,80.4,23.4,19.9,37.1,112.8,10.8,11.7,a>b>c>e>d,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
69.2,26.8,28.2,9.3,16.3,43.3,7.2,135.4,95.3,18688.0,-1.1,-0.8,974.3,528.4,1.6,13.9,9.9,3.5,84.4,27.0,16.6,40.8,38.1,6.0,6.1,a>b>c>d>e,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
65.9,26.9,27.6,8.5,16.9,28.9,9.4,96.6,97.4,16410.0,-8.5,-2.1,1031.9,437.1,0.6,42.8,37.5,4.2,56.5,15.8,16.6,24.1,95.2,9.9,10.4,a>b>c>e>d,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
75.2,24.5,32.3,10.6,14.8,45.7,3.6,190.2,112.2,18569.0,1.6,2.6,1039.8,447.0,0.5,10.8,7.6,2.5,88.7,22.0,20.0,46.7,94.3,6.5,5.9,a>b>d>c>e,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
72.8,29.0,23.8,8.0,15.9,44.9,5.9,132.6,80.0,20211.0,0.9,2.4,770.9,536.5,3.1,15.2,7.8,6.9,81.7,27.3,16.1,38.4,72.6,6.7,6.6,a>b>c>d>e,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
63.3,28.4,22.9,8.0,15.4,37.2,7.7,86.3,93.0,17768.0,0.7,1.3,1023.8,520.3,0.5,26.7,21.2,4.5,72.8,26.3,13.5,33.1,57.9,14.8,14.5,a>b>e>c>d,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
69.5,28.7,26.3,7.8,17.0,50.5,4.6,141.9,117.5,21058.0,-2.1,7.3,1046.0,508.7,0.4,20.7,16.8,3.2,78.9,24.0,13.0,41.9,81.5,7.6,7.4,a>b>c>d>e,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
65.9,27.7,27.1,9.0,16.9,33.1,6.6,127.6,101.0,17181.0,-3.1,-5.3,731.5,480.6,1.5,25.2,18.1,5.8,73.3,29.4,14.5,29.4,187.9,8.6,10.2,a>b>c>d>e,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
66.8,28.2,24.5,8.5,16.2,40.5,8.4,121.7,89.4,17610.0,-14.1,8.9,1033.5,554.0,0.8,27.4,23.9,3.1,71.8,24.8,8.4,38.5,133.2,8.8,9.7,a>b>e>c>d,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
74.5,30.3,25.3,8.1,18.4,23.7,5.1,125.9,110.3,18517.0,1.4,-2.8,511.1,575.5,7.5,21.2,12.5,8.4,71.3,24.3,17.9,29.1,51.6,5.3,6.9,a>b>c>d>e,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
75.8,30.3,23.7,7.2,16.7,25.5,6.7,154.1,100.0,20218.0,-0.8,3.0,530.0,581.2,6.0,21.4,14.1,6.7,72.5,27.9,12.7,32.0,39.0,4.3,5.2,a>b>c>d>e,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
70.8,29.6,24.4,8.2,18.2,25.5,6.8,88.7,95.5,17658.0,-6.4,-1.3,553.8,559.4,3.5,34.3,27.7,5.8,62.2,20.6,9.8,31.8,102.5,6.3,7.3,a>b>c>e>d,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
72.0,28.8,26.4,8.7,18.1,22.6,4.6,100.5,86.9,18411.0,-17.0,-2.9,661.4,560.5,2.7,45.6,39.8,5.4,51.7,18.7,9.8,23.1,40.4,5.3,6.2,a>b>c>d>e,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
72.1,29.5,24.1,8.2,17.9,27.1,5.5,96.5,98.5,17384.0,-1.1,7.0,459.7,554.9,2.5,23.7,12.7,10.2,73.9,28.1,9.7,36.1,139.8,6.1,7.2,a>b>c>e>d,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
72.0,30.0,23.2,8.1,16.5,18.5,7.7,76.8,58.7,16979.0,-0.4,2.4,466.8,581.8,3.4,23.0,16.5,6.0,73.6,22.2,11.0,40.5,60.9,6.4,7.9,b>a>e>c>d,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
75.2,29.9,24.0,7.8,16.9,25.7,5.6,121.2,95.7,18666.0,-4.3,2.2,560.0,588.1,8.1,24.9,16.9,7.7,67.0,25.4,9.7,31.9,47.3,4.5,4.9,a>b>c>d>e,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
77.0,30.1,24.5,7.5,16.7,14.2,5.5,103.4,100.3,20302.0,0.5,2.7,421.0,581.3,11.7,21.5,11.4,9.3,66.8,27.5,13.2,26.2,55.4,4.2,4.8,a>b>c>d>e,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
77.4,29.6,26.3,7.5,18.1,35.9,5.4,149.9,100.3,21836.0,-4.5,5.8,518.7,578.0,5.1,27.2,19.6,6.9,67.8,28.3,11.9,27.6,93.2,4.6,5.7,a>b>c>d>e,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
