Votes Total,Residents Total,Residents 0-14,Residents 15-64,Residents 65+,Population without Education,Population with High School,Companies Created,Average Monthly Income,Employees per Sector Total,Employees per Sector Agriculture,Employees per Sector Extraction Industries,Employees per Sector Transformation Industries,Employees per Sector Construction,Employees per Sector Gross and Retails Markets,Employees per Sector Administration and Services,Employees per Economic Sector Banks,Employees per Economic Sector Others,Companies Dissolved,Unemployment Total,Unemployment <25,ranking
36919,119244,19604,76821,22820,8977,19196,310,972.7,27916,934,0,0,2202,5280,3720,411,10,177,8027.9,864.8,d>b>e>a>c
111725,379860,65905,257854,56102,18351,66819,1067,1010.1,94887,837,0,0,10672,25884,12816,701,11,544,22388.3,2204.9,e>b>d>a>c
44384,138910,23425,95240,20246,7469,24215,349,962.9,34889,390,0,0,2124,5911,5385,293,23,151,7575.0,838.8,e>a>d>b>c
6423,12640,1592,7706,3342,2142,1387,40,762.4,2947,1025,0,266,287,513,123,26,0,9,582.8,90.5,d>c>e>a>b
7854,14970,1916,9332,3722,2404,1862,29,709.5,3391,602,0,0,304,661,223,27,14,11,644.3,93.4,d>b>e>a>c
12409,25770,3117,15812,6841,5247,3114,40,688.5,7710,2971,0,279,751,1306,505,41,42,17,1488.8,160.0,e>b>d>a>c
12026,29814,3723,18926,7165,3881,4602,51,764.9,6378,1015,0,602,798,1478,490,67,76,34,1658.8,206.1,d>c>e>a>b
6570,14030,1996,9544,2491,1278,2198,44,1289.1,5846,257,0,1310,360,988,1113,53,0,25,1274.9,189.4,e>c>d>b>a
6156,8973,1037,5713,2224,1329,1018,6,798.6,2133,368,0,202,145,432,76,16,29,2,438.6,74.8,e>c>d>b>a
4823,7255,877,4297,2081,1602,767,8,657.2,1306,295,0,105,203,290,66,17,0,3,473.4,82.4,e>d>c>a>b
1352,2545,289,1665,591,399,316,0,794.8,380,75,0,21,0,66,17,0,0,3,135.7,24.3,d>c>e>b>a
1054,1775,238,1132,406,241,281,4,612.4,404,160,0,74,23,56,19,0,0,1,171.2,30.3,d>c>e>b>a
16387,35172,5378,22422,7372,3598,5036,80,821.2,7945,1749,0,744,338,1799,406,118,25,51,2301.6,356.3,d>c>e>b>a
3761,7290,954,4669,1668,926,869,10,980.4,2139,222,0,0,118,301,52,19,0,6,398.9,64.9,d>c>e>b>a
2975,4877,696,3019,1163,647,633,6,716.3,721,179,0,93,0,146,50,0,0,2,274.8,47.3,d>c>e>b>a
4203,8209,999,5180,2030,1407,845,18,708.6,2131,1065,0,142,104,399,87,15,0,7,596.5,90.4,e>c>d>b>a
4773,6909,643,3902,2364,1524,692,8,672.8,1227,324,0,110,171,277,65,0,0,3,374.5,65.7,e>c>d>b>a
6917,14717,2339,9122,3257,2449,1580,13,735.0,3076,1003,0,388,123,621,170,27,33,11,1528.6,225.8,d>c>e>b>a
3407,5183,513,3069,1602,1106,619,9,623.2,1136,257,0,161,0,354,57,0,0,5,321.0,41.7,e>c>d>b>a
7405,15421,1833,9712,3876,2791,1648,22,666.5,2864,934,0,309,244,695,101,20,20,5,1182.2,156.6,d>c>e>a>b
3107,5821,858,3589,1374,877,714,13,726.9,1277,523,0,179,0,246,43,8,0,2,391.8,59.1,d>c>e>b>a
9584,23469,3572,14614,5283,2907,2809,53,715.9,5672,1825,0,410,592,1398,266,54,24,21,1470.6,155.8,e>c>d>b>a
3742,7561,1103,4551,1908,1004,850,10,750.2,1860,654,0,408,114,329,71,0,0,5,456.1,52.9,d>c>e>b>a
8660,22392,3159,14664,4569,2301,2914,43,925.4,5796,521,0,1740,332,1007,238,28,28,46,1175.0,143.7,e>c>d>b>a
8543,29796,5277,19704,4815,2341,4237,86,833.3,8946,707,0,2613,538,1724,1275,73,16,48,2102.1,257.8,d>c>e>b>a
10629,24492,3502,15782,5208,2083,3433,36,783.4,5106,521,0,1083,323,1238,489,55,18,24,1355.9,131.3,e>d>c>a>b
5076,9924,1156,6020,2749,1565,927,18,738.7,2162,626,18,309,242,350,98,14,21,2,516.3,63.4,e>b>d>a>c
9539,19357,2285,11414,5659,3667,2058,31,804.7,4275,1156,0,477,381,875,204,34,0,20,1162.8,131.8,e>c>d>b>a
3234,5578,707,3474,1397,615,684,9,736.3,1334,325,0,0,99,272,56,0,0,2,249.2,36.7,e>c>d>b>a
9878,21087,3040,13563,4484,2253,2736,26,755.2,6468,652,108,2315,469,1142,233,48,10,26,1069.2,130.0,e>b>d>a>c
8006,22193,3151,14080,4963,3248,2705,38,750.9,4054,677,0,508,408,1222,215,26,38,18,1680.5,206.3,e>b>c>a>d
25630,60740,8654,38048,14039,5821,8656,162,803.9,15886,1298,250,3230,874,3447,1636,194,30,64,3364.1,390.7,d>e>c>a>b
2023,3482,388,2027,1067,640,398,5,678.8,715,167,0,53,41,105,27,0,0,1,214.8,45.2,d>e>c>b>a
2166,3112,268,1853,992,644,331,3,661.7,485,168,0,34,91,74,15,0,0,0,140.3,35.6,d>e>c>b>a
2635,4517,442,2769,1307,847,473,3,682.4,890,274,0,211,33,137,27,0,0,0,271.9,55.0,d>c>e>b>a
5287,8377,1313,5327,1738,1154,1125,12,1024.0,3401,300,0,633,67,1666,64,15,0,0,605.5,104.6,e>c>d>a>b
2107,3273,327,1974,972,578,394,6,676.9,491,96,0,37,37,125,21,0,0,3,160.3,28.3,d>e>c>b>a
2440,3558,343,2058,1158,703,312,5,641.3,630,133,3,91,0,121,26,0,0,0,197.2,29.0,e>c>d>b>a
9106,22406,3268,14108,5030,2652,3175,60,699.6,4481,985,12,257,333,1146,206,61,15,14,1840.1,359.6,e>a>c>d>b
2072,3259,407,1983,869,590,371,4,680.3,689,266,0,65,0,128,31,0,0,1,222.0,37.9,d>e>c>b>a
2502,3925,325,2118,1482,814,303,7,660.6,458,65,0,77,79,100,9,0,0,5,217.4,42.3,e>d>c>b>a
2130,3402,348,1977,1078,667,336,8,622.9,593,135,0,0,80,107,16,0,0,2,153.8,25.4,d>e>c>b>a
1952,3249,468,1929,853,678,327,5,735.8,544,161,0,63,31,164,20,0,0,0,230.5,54.7,d>c>e>b>a
4283,7091,682,3877,2532,1419,729,14,659.6,1218,210,0,178,135,320,49,12,0,7,377.6,51.1,e>c>d>b>a
8524,16275,2040,10100,4136,2696,1964,23,750.0,3546,660,0,751,408,800,111,34,13,7,1271.7,163.5,e>c>d>a>b
12381,24073,3164,15089,5820,2767,3304,52,769.8,5556,442,0,1126,283,1407,292,66,0,26,1484.8,246.5,e>b>d>a>c
2920,4904,571,2846,1487,895,515,18,626.9,1248,401,0,185,81,281,38,12,21,4,263.8,48.9,d>e>c>b>a
3911,5634,611,3340,1683,1050,518,8,693.5,927,356,16,106,94,126,49,0,0,8,338.6,53.4,d>c>e>a>b
3821,7322,882,4514,1926,1106,916,24,747.9,1683,339,0,379,123,308,56,13,0,6,392.3,63.1,d>c>e>b>a
4307,7238,840,4488,1910,1243,929,9,744.7,1457,317,42,290,73,304,65,17,0,1,474.3,64.3,e>d>c>b>a
7079,13842,1546,8344,3953,2244,1978,31,714.3,3476,676,0,494,218,876,193,34,19,16,868.7,163.6,e>c>d>b>a
22419,55339,7925,35990,11424,4684,9078,156,853.1,16424,1381,0,3484,1013,3144,1236,204,23,70,3838.9,544.3,d>b>e>a>c
8611,16962,1947,10202,4813,2901,2081,31,728.5,4038,944,0,472,359,846,293,43,15,30,795.8,119.7,d>c>e>b>a
2677,4737,491,2776,1471,960,453,7,677.8,967,219,0,186,50,220,39,0,13,3,254.2,38.4,d>c>e>b>a
1736,2612,390,1640,582,434,280,2,657.8,418,159,0,62,22,38,27,0,0,2,231.2,45.0,e>c>d>b>a
3889,6317,796,3813,1708,1080,668,12,726.3,1183,365,0,132,136,147,148,0,0,6,463.8,72.1,e>c>d>b>a
3470,6882,908,4298,1677,1078,751,10,683.6,1444,473,0,181,145,285,81,19,0,2,483.8,66.3,e>c>d>b>a
4524,10673,1477,6628,2569,1622,1345,29,726.9,2553,695,0,469,203,446,109,25,0,6,826.6,117.9,e>c>d>b>a
5175,11816,1576,7152,3088,1489,1511,28,805.3,3203,368,0,1111,205,613,102,47,0,10,514.2,80.8,e>c>d>b>a
2983,5569,758,3501,1310,933,689,8,691.8,1010,264,0,0,87,235,108,13,0,5,305.9,40.0,e>c>d>b>a
4722,8213,1021,5347,1846,1082,1156,21,827.1,2078,108,283,613,85,418,59,17,9,7,442.0,81.7,d>c>e>b>a
12329,40119,6752,27421,5946,3083,7354,197,760.0,15796,313,0,430,1178,2652,1565,141,39,185,3353.4,327.5,d>e>c>b>a
2051,2677,197,1297,1184,760,237,7,655.7,449,109,0,59,48,77,31,0,0,3,83.5,10.5,e>d>c>b>a
2446,5699,748,3212,1739,980,969,19,679.5,1230,171,0,58,179,270,59,8,0,20,301.0,32.5,e>d>c>b>a
3775,6566,796,3975,1795,971,807,16,685.3,1202,87,0,69,132,256,95,0,0,15,445.7,59.4,d>e>c>a>b
22261,62015,9461,40687,11868,4508,10922,211,855.4,18966,1173,0,671,1755,4487,1981,285,17,185,4169.7,429.9,e>b>d>a>c
8597,22767,3581,14890,4297,1864,3547,82,812.9,7285,191,0,311,972,1278,458,61,12,87,1651.3,163.9,e>d>c>a>b
10464,30748,4987,19756,6006,2769,5378,97,736.6,8592,249,0,265,1011,1621,739,88,15,104,2197.1,248.7,e>d>c>a>b
24871,69508,10804,45098,13606,6866,11076,310,805.9,26545,837,0,938,2617,5323,4041,275,21,151,4629.8,442.5,e>d>c>b>a
3482,5694,507,3274,1913,1088,778,9,660.9,1242,201,0,115,74,318,73,0,9,6,367.5,32.5,d>e>c>b>a
14359,45209,7488,29454,8267,3878,6417,88,760.0,9104,1356,0,911,885,2127,797,76,65,46,3117.5,323.5,e>d>c>a>b
17744,55181,9314,35822,10045,4668,8648,203,795.4,14927,338,0,591,1243,2778,1270,181,12,99,4915.4,456.4,e>d>b>a>c
4856,10545,1549,6706,2290,906,1687,29,771.9,2355,68,0,320,362,633,156,29,0,16,523.5,54.5,e>d>c>b>a
14689,36680,5247,23008,8426,4207,5327,66,754.9,7550,922,0,411,840,1964,520,67,55,47,2077.3,164.3,c>d>e>a>b
11658,25689,3480,15750,6459,3195,3815,96,717.2,5701,731,0,237,534,1223,379,54,50,43,1556.7,139.1,e>b>d>a>c
2668,5220,624,3250,1346,632,761,20,764.9,1928,184,0,49,277,309,121,8,0,5,246.3,26.2,e>d>c>b>a
8352,19062,2974,12337,3752,1591,2712,51,733.4,4777,387,0,258,353,1019,278,59,11,31,1645.5,197.7,d>e>c>a>b
3027,5648,939,3994,715,476,675,15,0.0,1174,269,0,49,161,272,120,12,0,0,0.0,0.0,d>e>c>b>a
5951,14636,2928,10157,1552,1208,1128,23,0.0,2535,267,0,319,362,555,453,24,0,6,0.0,0.0,e>d>b>c>a
3415,5004,810,3341,853,424,419,3,0.0,698,250,0,42,92,111,44,15,0,1,0.0,0.0,e>d>c>b>a
28363,68822,12094,48729,7999,5343,7944,153,0.0,22401,1758,0,1946,1457,5971,1618,485,58,57,0.0,0.0,d>e>b>a>c
3848,6227,1027,4288,912,732,485,4,0.0,945,0,0,68,166,127,32,15,0,2,0.0,0.0,e>d>c>b>a
14351,32587,7342,22700,2546,3192,2467,36,0.0,7644,856,0,2125,1655,1095,609,44,0,11,0.0,0.0,d>e>b>a>c
6169,11320,2089,7949,1282,1352,799,10,0.0,1615,358,0,94,305,409,112,30,0,4,0.0,0.0,e>c>d>b>a
16044,35109,5659,24234,5217,2810,3758,52,0.0,8242,1421,0,703,603,2269,605,127,0,16,0.0,0.0,e>b>c>a>d
8492,21532,3360,15326,2846,1879,2265,17,0.0,3924,931,0,339,463,821,273,39,0,8,0.0,0.0,e>d>a>c>b
2694,4405,607,2939,860,529,353,9,0.0,858,286,0,54,91,162,34,17,0,1,0.0,0.0,e>d>c>b>a
2474,3505,523,2235,747,536,253,4,0.0,905,302,0,218,63,208,28,13,0,0,0.0,0.0,e>d>c>b>a
3367,5347,734,3724,890,497,520,13,0.0,1263,231,0,58,180,433,72,20,0,6,0.0,0.0,c>d>b>e>a
3225,4701,623,3092,987,409,484,12,0.0,939,0,0,80,73,186,61,14,0,0,0.0,0.0,e>d>b>c>a
3778,6051,865,4082,1104,435,738,30,0.0,1503,0,0,86,234,277,72,23,0,6,0.0,0.0,d>e>b>c>a
2119,3371,441,2324,606,221,408,5,0.0,736,0,0,58,145,157,54,16,0,4,0.0,0.0,e>d>b>c>a
7652,15004,2307,10364,2333,914,1868,37,0.0,3751,0,10,304,340,717,214,50,0,19,0.0,0.0,e>b>d>a>c
1034,1527,213,1014,301,141,143,0,0.0,337,114,0,7,42,51,7,0,0,0,0.0,0.0,e>d>c>b>a
1269,2248,304,1561,383,158,221,2,0.0,542,136,0,32,108,110,47,13,0,1,0.0,0.0,e>d>c>b>a
254,456,70,297,89,42,46,1,0.0,95,42,0,3,6,13,9,0,0,0,0.0,0.0,e>d>c>b>a
6375,11334,1614,7224,2496,1926,1067,20,805.2,2443,563,0,149,843,197,93,35,0,17,0.0,0.0,c>e>b>d>a
14572,34912,6825,24454,3633,4927,2813,56,729.7,4896,1075,0,651,971,759,281,43,0,71,0.0,0.0,b>e>c>d>a
50884,108601,15618,75608,17376,8827,15081,517,924.0,37549,1095,34,1789,2408,7952,3658,555,0,801,0.0,0.0,b>e>c>d>a
11219,21242,3150,15103,2989,2508,2055,39,881.1,3090,261,0,388,605,523,175,42,0,45,0.0,0.0,e>d>b>c>a
4790,8793,1506,5813,1474,1249,791,14,649.2,1706,628,16,81,278,241,70,19,0,8,0.0,0.0,d>e>a>c>b
2125,2556,323,1614,620,610,197,4,697.4,485,134,0,25,42,47,15,0,0,5,0.0,0.0,e>d>b>c>a
6525,12961,2244,8681,2036,2191,1249,19,672.6,1971,296,0,139,328,412,137,45,0,16,0.0,0.0,d>e>b>c>a
20670,43678,8034,31273,4371,2837,6284,100,832.7,6518,378,0,568,610,1303,714,51,0,36,0.0,0.0,c>e>d>b>a
4861,7338,885,4740,1714,1512,676,8,709.6,865,211,0,32,77,146,58,0,0,12,0.0,0.0,c>d>b>e>a
3590,5467,701,3436,1331,1140,508,10,732.6,992,268,0,65,129,170,42,19,0,8,0.0,0.0,b>e>c>a>d
3463,5323,796,3893,634,399,852,9,921.7,894,29,0,23,53,197,106,15,0,2,0.0,0.0,e>d>b>c>a
