Votes Total,Residents Total,Residents 0-14,Residents 15-64,Residents 65+,Population without Education,Population with High School,Companies Created,Average Monthly Income,Employees per Sector Total,Employees per Sector Agriculture,Employees per Sector Extraction Industries,Employees per Sector Transformation Industries,Employees per Sector Construction,Employees per Sector Gross and Retails Markets,Employees per Sector Administration and Services,Employees per Economic Sector Banks,Employees per Economic Sector Others,Companies Dissolved,Unemployment Total,Unemployment <25,ranking
46446,120307,20169,79983,20156,8977,19196,271,880.1,35731,0,0,5498,3749,7070,5008,410,0,237,6258.0,646.8,d>c>e>a>b
133683,376377,68005,260494,47879,18351,66819,928,959.0,125886,0,0,18216,19611,31042,20390,862,14,474,18408.5,1643.1,e>b>d>a>c
53271,134925,22928,94654,17343,7469,24215,252,931.2,44755,344,0,8493,4803,7414,10258,352,22,346,6540.7,758.7,e>b>d>a>c
7213,13250,1648,8297,3306,2142,1387,23,698.0,3451,1226,0,381,289,601,128,31,0,42,408.5,75.1,e>c>d>a>b
8080,14937,1892,9267,3778,2404,1862,33,708.9,3657,580,38,0,420,811,181,34,16,56,338.7,44.3,e>c>d>a>b
14111,26166,3156,15963,7047,5247,3114,31,674.8,7614,2512,0,226,1085,1295,506,43,43,27,1248.7,126.8,e>b>d>a>c
14647,30038,3594,19492,6952,3881,4602,54,699.7,7172,903,11,586,1185,1578,607,80,73,65,969.8,133.5,d>c>e>a>b
7353,14160,2080,9862,2219,1278,2198,27,1151.8,6021,307,0,1595,715,942,548,52,0,16,613.1,94.0,e>b>d>a>c
6235,9454,1116,6092,2247,1329,1018,11,731.7,1990,412,0,184,265,450,100,17,25,3,325.5,39.5,e>c>d>b>a
4949,7575,876,4553,2146,1602,767,11,623.8,1408,207,0,138,322,303,59,19,0,6,429.0,52.2,d>e>c>a>b
1558,2551,329,1649,573,399,316,4,693.8,440,65,0,25,71,77,25,0,0,3,73.5,11.1,d>c>e>b>a
1161,1857,237,1162,459,241,281,0,623.3,337,78,0,59,46,64,27,0,0,0,140.5,21.4,d>b>e>c>a
18377,35982,5422,23251,7310,3598,5036,82,775.2,9445,1641,0,810,694,2299,679,139,29,156,1513.8,238.2,e>c>d>a>b
4149,7385,993,4616,1777,926,869,7,908.5,2240,253,0,0,178,359,49,22,0,8,316.2,45.8,d>c>e>b>a
3285,4904,695,3029,1180,647,633,3,677.4,744,146,0,72,158,147,28,0,0,4,217.2,32.2,e>c>d>b>a
4982,8389,1050,5213,2126,1407,845,18,679.3,2266,969,0,154,156,489,89,16,0,8,456.7,63.1,e>c>d>b>a
5532,7512,700,4200,2612,1524,692,11,641.7,1558,395,0,142,300,302,76,0,0,4,266.6,42.0,e>c>d>b>a
7539,15434,2423,9503,3508,2449,1580,21,697.2,3003,708,0,431,258,685,186,28,34,17,1088.1,122.6,d>c>e>b>a
4060,5538,579,3223,1736,1106,619,2,586.3,1168,263,0,177,120,273,52,0,0,1,326.8,35.5,e>d>c>b>a
7974,15896,2084,9857,3956,2791,1648,21,701.6,3036,743,0,301,327,833,148,21,20,13,920.7,101.6,d>c>e>a>b
3480,5980,818,3587,1575,877,714,7,667.4,1231,379,0,155,129,271,45,9,0,1,290.3,38.7,d>c>e>a>b
10408,23231,3577,14853,4802,2907,2809,44,700.5,6253,1255,0,481,1219,1579,355,63,22,13,1100.8,122.5,e>c>d>b>a
4256,7801,1137,4777,1888,1004,850,10,709.9,1891,511,0,383,193,375,83,0,0,5,353.8,32.3,d>c>e>b>a
9911,21738,3191,14227,4321,2301,2914,26,829.4,6119,447,3,1921,405,1186,282,38,29,54,916.6,83.6,e>b>d>a>c
10040,28205,5193,18660,4352,2341,4237,96,789.5,10517,646,0,2936,1006,2004,1704,88,20,53,1530.8,197.3,c>d>e>b>a
10948,24426,3673,15904,4849,2083,3433,39,771.2,6333,451,24,1387,543,1601,616,74,19,24,1024.4,101.1,e>d>c>a>b
5593,10358,1165,6429,2764,1565,927,20,691.1,2652,717,28,0,411,420,108,15,21,2,418.7,52.3,d>c>e>b>a
10824,20248,2483,11985,5781,3667,2058,22,751.8,5043,1071,11,529,917,995,243,40,0,15,1026.3,135.9,e>c>d>a>b
2964,5531,775,3487,1270,615,684,8,653.3,1262,250,0,195,191,284,40,0,0,4,196.3,26.5,e>d>c>b>a
11818,21243,3241,13852,4150,2253,2736,53,745.6,7633,609,113,2544,814,1521,278,60,12,70,760.5,96.1,e>b>c>a>d
9760,21954,3367,14055,4532,3248,2705,27,726.9,5119,675,0,839,827,1265,266,30,39,26,1497.8,182.3,d>c>b>a>e
32675,62687,9029,39913,13746,5821,8656,146,760.7,20323,1433,370,4324,1588,4556,2128,263,38,203,2439.3,294.3,d>e>c>b>a
2353,3653,420,2079,1155,640,398,5,655.0,723,172,0,55,47,132,26,0,0,3,152.7,29.3,d>e>c>b>a
2297,3214,350,1864,1001,644,331,7,601.5,540,133,0,85,106,101,21,0,0,0,110.5,18.2,d>e>c>b>a
2933,4711,526,2795,1391,847,473,2,675.2,872,282,0,161,0,150,24,0,0,22,209.1,30.8,d>c>e>b>a
5708,8484,1296,5412,1776,1154,1125,11,935.1,3451,344,0,710,137,1619,48,17,0,11,426.4,70.6,e>c>d>b>a
2331,3500,410,2067,1023,578,394,3,648.9,548,60,0,42,0,119,23,0,0,4,101.8,18.9,d>e>c>b>a
2741,3827,394,2204,1229,703,312,7,626.2,672,109,8,78,163,147,19,0,0,2,178.0,28.0,d>c>e>b>a
10409,23151,3436,14630,5086,2652,3175,54,666.7,5392,953,0,384,622,1323,212,75,17,26,1410.7,246.4,e>b>c>a>d
2332,3493,429,2131,933,590,371,5,625.4,778,248,0,105,103,140,28,0,0,5,189.7,25.0,d>e>c>b>a
2755,4251,373,2212,1666,814,303,8,617.4,596,70,0,77,133,135,12,0,0,1,204.2,30.0,e>d>c>b>a
2461,3628,357,2069,1203,667,336,4,587.4,576,68,0,91,87,103,20,0,0,2,91.8,17.2,d>e>c>b>a
2216,3353,490,1927,937,678,327,0,688.9,534,166,0,0,56,129,21,0,0,1,181.2,35.6,e>c>d>b>a
5106,7661,763,4095,2804,1419,729,7,643.0,1291,177,0,254,181,276,40,0,0,6,270.7,29.4,d>c>e>b>a
9560,17017,2234,10504,4279,2696,1964,16,742.0,3593,629,0,356,585,981,121,32,15,9,1309.8,127.4,e>c>d>b>a
13981,25205,3315,16056,5835,2767,3304,41,787.9,6171,373,0,938,387,1597,439,81,0,24,1217.6,206.6,d>e>c>b>a
3467,5224,676,2963,1585,895,515,6,620.7,1331,316,0,239,146,315,36,12,21,7,173.9,30.3,d>e>c>b>a
4250,5989,676,3476,1838,1050,518,11,601.9,1199,296,0,287,170,164,66,0,0,3,300.0,37.9,e>c>d>b>a
4062,7430,932,4544,1955,1106,916,18,679.0,1848,373,0,403,225,343,41,12,0,3,258.5,39.5,d>c>e>b>a
4221,7434,895,4599,1941,1243,929,4,707.3,1815,395,0,321,147,418,48,18,0,5,305.1,51.0,e>c>d>b>a
8631,14589,1754,8707,4129,2244,1978,27,704.5,3932,721,0,626,318,910,187,37,19,9,573.2,121.4,e>d>c>b>a
25516,56817,8318,37550,10949,4684,9078,161,792.9,17671,1375,0,3438,1535,3892,904,253,25,174,2607.1,410.8,e>c>d>a>b
9335,17717,2167,10704,4846,2901,2081,28,688.1,4811,954,0,525,654,1028,327,45,17,17,478.3,86.8,d>c>e>b>a
3085,5146,528,2993,1625,960,453,2,621.2,1077,265,0,156,136,236,38,0,10,3,194.9,29.0,d>c>e>a>b
1778,2755,439,1683,634,434,280,5,656.5,421,162,0,48,59,50,15,0,0,2,165.7,26.7,e>c>d>b>a
4345,6583,839,3988,1756,1080,668,6,650.5,1394,222,0,149,202,160,361,0,0,4,347.5,36.8,e>b>d>c>a
3845,7101,958,4373,1770,1078,751,8,647.4,1685,473,0,267,263,311,69,19,0,4,324.8,48.3,e>c>d>b>a
5291,10935,1555,6741,2639,1622,1345,32,682.2,3061,793,0,563,366,510,143,27,0,6,554.6,76.5,e>c>d>b>a
5838,11871,1711,7382,2779,1489,1511,26,759.9,3672,378,0,1066,309,663,492,50,0,7,359.8,61.7,d>c>e>b>a
3318,5762,862,3510,1390,933,689,13,675.4,1135,211,0,0,207,243,78,11,0,5,215.8,37.3,e>c>d>a>b
5119,8443,1097,5491,1856,1082,1156,10,780.9,2396,131,0,650,136,455,70,18,9,3,343.2,56.8,e>c>d>b>a
14502,39377,6907,27298,5172,3083,7354,198,753.1,20090,0,0,596,2587,3288,1677,173,43,126,2829.3,277.1,d>e>c>b>a
2373,3045,241,1480,1324,760,237,6,605.3,526,98,0,71,75,89,48,0,0,0,57.4,7.8,d>e>c>b>a
2829,5798,699,3343,1756,980,969,18,638.4,1462,0,0,75,326,274,79,0,0,4,223.9,31.8,e>d>c>b>a
4141,6734,890,4076,1769,971,807,17,745.6,1686,0,5,81,357,391,145,9,0,7,316.5,35.7,d>e>c>b>a
30429,63721,9874,43157,10691,4508,10922,187,819.7,23797,1065,0,1023,3472,5755,2345,351,19,426,3412.8,358.8,e>b>d>a>c
10017,22661,3804,15026,3831,1864,3547,84,790.8,9264,0,0,495,1935,1680,541,76,13,153,1361.8,150.2,d>e>b>a>c
12501,30184,5130,19470,5584,2769,5378,97,732.7,11596,0,0,436,2673,2078,933,102,15,164,1921.4,268.8,e>b>d>a>c
28723,68946,11061,45089,12796,6866,11076,296,795.4,33684,703,56,1527,5880,6695,4434,311,21,598,3625.8,412.3,d>e>a>b>c
4111,6213,596,3604,2013,1088,778,14,630.8,1336,0,44,117,134,311,77,0,10,6,262.2,30.0,d>e>c>b>a
16208,44682,7448,29590,7644,3878,6417,77,705.7,11056,1484,0,1102,2034,2497,819,83,75,81,2594.3,293.1,e>b>c>a>d
22498,54058,9227,35741,9091,4668,8648,204,757.7,20248,0,0,808,3612,3911,1541,194,13,265,3828.7,402.2,e>d>b>a>c
4708,10569,1595,6703,2271,906,1687,30,782.8,2936,0,8,303,673,759,204,35,0,14,370.1,48.1,e>d>c>b>a
16413,36642,5220,23204,8219,4207,5327,81,730.1,9714,614,0,583,1921,2719,603,78,57,54,1796.5,156.6,d>e>c>a>b
13919,26055,3561,16215,6280,3195,3815,61,690.0,7289,658,0,284,1331,1489,507,69,52,34,1200.9,123.1,e>d>b>a>c
2995,5269,654,3313,1302,632,761,14,729.6,2006,0,0,60,236,312,105,0,0,5,167.3,21.8,e>d>c>b>a
10352,19007,2988,12569,3451,1591,2712,53,714.1,6191,347,0,347,1141,1183,308,84,13,23,1258.6,153.3,d>e>c>a>b
3009,5586,1011,3872,703,476,675,5,988.2,1134,206,0,63,0,289,93,14,0,3,0.0,0.0,d>e>c>b>a
5810,14421,3129,9869,1424,1208,1128,12,707.2,2611,261,0,405,499,565,220,26,0,15,0.0,0.0,e>d>b>c>a
3357,5032,878,3259,896,424,419,2,650.2,716,0,0,49,172,143,33,17,0,1,0.0,0.0,d>e>c>b>a
28193,68562,13259,48017,7286,5343,7944,124,849.5,26520,1419,0,2117,3861,6473,2104,441,59,99,0.0,0.0,d>e>a>c>b
4209,6419,1194,4294,932,732,485,6,648.1,1133,185,0,86,348,135,35,18,0,2,0.0,0.0,e>d>c>b>a
13158,31558,7643,21332,2584,3192,2467,21,719.5,9620,694,171,2535,2670,1866,356,54,0,12,0.0,0.0,e>d>a>b>c
6244,11231,2257,7696,1279,1352,799,6,662.0,1974,248,0,164,714,399,89,31,0,5,0.0,0.0,e>d>b>c>a
17577,35610,6111,24406,5093,2810,3758,43,755.3,9686,890,0,865,1374,2779,673,141,0,77,0.0,0.0,e>d>a>c>b
10297,21009,3609,14665,2735,1879,2265,22,703.8,4561,646,0,411,986,975,314,47,0,18,0.0,0.0,e>d>a>c>b
2782,4478,669,2880,930,529,353,2,635.6,875,243,0,79,89,175,38,19,0,5,0.0,0.0,e>d>c>b>a
2585,3851,575,2510,766,536,253,6,661.0,889,189,0,0,133,229,25,15,0,2,0.0,0.0,d>e>c>b>a
3446,5471,815,3706,951,497,520,6,698.8,1277,0,0,86,211,463,59,20,0,0,0.0,0.0,e>d>a>c>b
3276,4758,654,3108,996,409,484,3,687.9,1076,371,0,116,158,180,62,17,0,4,0.0,0.0,e>d>c>b>a
3555,6073,908,4062,1103,435,738,5,661.1,1740,0,0,141,300,332,90,29,0,6,0.0,0.0,d>e>c>b>a
2247,3432,479,2323,631,221,408,0,657.3,910,0,0,111,252,157,61,12,0,3,0.0,0.0,d>e>b>c>a
8288,15036,2482,10360,2194,914,1868,23,753.7,4129,656,11,387,611,836,282,64,0,13,0.0,0.0,e>d>c>a>b
1023,1514,210,993,312,141,143,0,710.5,395,129,0,10,49,53,3,0,0,1,0.0,0.0,d>e>c>b>a
1365,2331,339,1611,381,158,221,1,746.7,875,150,0,71,335,142,39,13,0,5,0.0,0.0,e>d>b>c>a
267,417,45,289,83,42,46,0,699.0,88,46,0,0,0,12,7,0,0,0,0.0,0.0,e>d>c>b>a
7025,11671,1808,7301,2563,1926,1067,4,775.8,2316,45,0,189,1107,278,91,40,0,14,0.0,0.0,c>e>b>d>a
15609,35719,7822,24449,3449,4927,2813,9,746.4,6199,326,0,880,2338,990,254,46,0,16,0.0,0.0,d>e>b>c>a
54610,111370,17674,77552,16145,8827,15081,170,871.4,48527,210,53,2856,4989,11797,4307,724,0,1015,0.0,0.0,d>e>b>c>a
12065,21957,3733,15506,2719,2508,2055,4,757.1,4232,236,0,548,1366,647,178,53,0,15,0.0,0.0,d>e>a>c>b
5125,8786,1689,5594,1503,1249,791,6,650.7,1492,52,0,122,510,292,83,21,0,13,0.0,0.0,d>e>a>c>b
2213,2772,366,1730,677,610,197,0,694.4,379,24,0,23,47,57,11,9,0,4,0.0,0.0,d>e>b>c>a
7101,13361,2604,8740,2018,2191,1249,6,630.3,2001,13,0,224,507,473,124,44,0,7,0.0,0.0,d>e>b>c>a
19472,41159,8191,28918,4050,2837,6284,20,813.1,8709,253,0,896,1786,1585,644,62,0,50,0.0,0.0,d>e>c>b>a
5137,7939,1081,5027,1832,1512,676,0,683.6,940,27,14,82,213,180,44,12,0,6,0.0,0.0,d>e>a>c>b
3646,5843,847,3655,1341,1140,508,2,664.6,855,8,0,61,249,152,25,44,0,4,0.0,0.0,d>e>b>c>a
3193,5351,863,3881,608,399,852,6,799.3,1273,18,4,33,206,231,109,17,0,21,0.0,0.0,d>e>a>c>b
